question_id,domain,difficulty,question,gold_answer,clean_context,source,condition,context,provider,model,raw_response,parsed_answer,self_reported_confidence,latency_ms,response_chars,run_timestamp_utc,abstained,answer_correct,context_supports_gold,unsupported_claim,hallucinated,appropriate_abstention,confidence_error
Q047,chemistry,moderate,What is the atomic number of Silver?,47,"According to the periodic table, Silver has atomic number 47.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Silver has atomic number 47. [duplicate] According to the periodic table, Silver has atomic number 47. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 50
CONFIDENCE: 0.77",50,0.77,44.96,27,2026-09-15T22:54:35.058741+00:00,False,False,True,False,True,False,0.77
Q047,chemistry,moderate,What is the atomic number of Silver?,47,"According to the periodic table, Silver has atomic number 47.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Silver has atomic number 47. Source B states: Silver has atomic number 48.",mock,deterministic-demo-v1,"ANSWER: 47
CONFIDENCE: 0.83",47,0.83,77.78,27,2026-09-15T22:54:35.058798+00:00,False,True,True,False,False,False,0.17000000000000004
Q047,chemistry,moderate,What is the atomic number of Silver?,47,"According to the periodic table, Silver has atomic number 47.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.84",Insufficient information.,0.84,51.67,50,2026-09-15T22:54:35.058884+00:00,True,False,False,False,False,True,0.84
Q048,chemistry,moderate,What is the atomic number of Cadmium?,48,"According to the periodic table, Cadmium has atomic number 48.",IUPAC periodic table,clean,"According to the periodic table, Cadmium has atomic number 48.",mock,deterministic-demo-v1,"ANSWER: 48
CONFIDENCE: 0.86",48,0.86,62.94,27,2026-09-15T22:54:35.059023+00:00,False,True,True,False,False,False,0.14
Q048,chemistry,moderate,What is the atomic number of Cadmium?,48,"According to the periodic table, Cadmium has atomic number 48.",IUPAC periodic table,missing,"According to the periodic table, Cadmium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.74",Insufficient information.,0.74,38.09,50,2026-09-15T22:54:35.059082+00:00,True,False,False,False,False,True,0.74
Q048,chemistry,moderate,What is the atomic number of Cadmium?,48,"According to the periodic table, Cadmium has atomic number 48.",IUPAC periodic table,irrelevant,"Water freezes at 0 degrees Celsius at standard pressure. The Pacific Ocean is Earth's largest ocean. A leap year normally has 366 days. According to the periodic table, Cadmium has atomic number 48.",mock,deterministic-demo-v1,"ANSWER: 48
CONFIDENCE: 0.67",48,0.67,36.26,27,2026-09-15T22:54:35.059179+00:00,False,True,True,False,False,False,0.32999999999999996
Q048,chemistry,moderate,What is the atomic number of Cadmium?,48,"According to the periodic table, Cadmium has atomic number 48.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Cadmium has atomic number 48. [duplicate] According to the periodic table, Cadmium has atomic number 48. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 48
CONFIDENCE: 0.72",48,0.72,56.92,27,2026-09-15T22:54:35.059233+00:00,False,True,True,False,False,False,0.28
Q048,chemistry,moderate,What is the atomic number of Cadmium?,48,"According to the periodic table, Cadmium has atomic number 48.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Cadmium has atomic number 48. Source B states: Cadmium has atomic number 51.",mock,deterministic-demo-v1,"ANSWER: 48
CONFIDENCE: 0.87",48,0.87,76.41,27,2026-09-15T22:54:35.059291+00:00,False,True,True,False,False,False,0.13
Q048,chemistry,moderate,What is the atomic number of Cadmium?,48,"According to the periodic table, Cadmium has atomic number 48.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 45
CONFIDENCE: 0.61",45,0.61,51.3,27,2026-09-15T22:54:35.059347+00:00,False,False,False,True,True,False,0.61
Q049,chemistry,moderate,What is the atomic number of Indium?,49,"According to the periodic table, Indium has atomic number 49.",IUPAC periodic table,clean,"According to the periodic table, Indium has atomic number 49.",mock,deterministic-demo-v1,"ANSWER: 49
CONFIDENCE: 0.88",49,0.88,45.0,27,2026-09-15T22:54:35.059531+00:00,False,True,True,False,False,False,0.12
Q049,chemistry,moderate,What is the atomic number of Indium?,49,"According to the periodic table, Indium has atomic number 49.",IUPAC periodic table,missing,"According to the periodic table, Indium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.75",Insufficient information.,0.75,30.62,50,2026-09-15T22:54:35.059592+00:00,True,False,False,False,False,True,0.75
Q049,chemistry,moderate,What is the atomic number of Indium?,49,"According to the periodic table, Indium has atomic number 49.",IUPAC periodic table,irrelevant,"A triangle has three sides. The Pacific Ocean is Earth's largest ocean. Water freezes at 0 degrees Celsius at standard pressure. According to the periodic table, Indium has atomic number 49.",mock,deterministic-demo-v1,"ANSWER: 49
CONFIDENCE: 0.76",49,0.76,38.52,27,2026-09-15T22:54:35.059654+00:00,False,True,True,False,False,False,0.24
Q049,chemistry,moderate,What is the atomic number of Indium?,49,"According to the periodic table, Indium has atomic number 49.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Indium has atomic number 49. [duplicate] According to the periodic table, Indium has atomic number 49. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 49
CONFIDENCE: 0.67",49,0.67,67.32,27,2026-09-15T22:54:35.059707+00:00,False,True,True,False,False,False,0.32999999999999996
Q049,chemistry,moderate,What is the atomic number of Indium?,49,"According to the periodic table, Indium has atomic number 49.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Indium has atomic number 49. Source B states: Indium has atomic number 47.",mock,deterministic-demo-v1,"ANSWER: 49
CONFIDENCE: 0.90",49,0.9,45.95,27,2026-09-15T22:54:35.059764+00:00,False,True,True,False,False,False,0.09999999999999998
Q049,chemistry,moderate,What is the atomic number of Indium?,49,"According to the periodic table, Indium has atomic number 49.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.60",Insufficient information.,0.6,24.22,50,2026-09-15T22:54:35.059817+00:00,True,False,False,False,False,True,0.6
Q050,chemistry,moderate,What is the atomic number of Tin?,50,"According to the periodic table, Tin has atomic number 50.",IUPAC periodic table,clean,"According to the periodic table, Tin has atomic number 50.",mock,deterministic-demo-v1,"ANSWER: 50
CONFIDENCE: 0.92",50,0.92,40.42,27,2026-09-15T22:54:35.059939+00:00,False,True,True,False,False,False,0.07999999999999996
Q050,chemistry,moderate,What is the atomic number of Tin?,50,"According to the periodic table, Tin has atomic number 50.",IUPAC periodic table,missing,"According to the periodic table, Tin is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.92",Insufficient information.,0.92,19.69,50,2026-09-15T22:54:35.060040+00:00,True,False,False,False,False,True,0.92
Q050,chemistry,moderate,What is the atomic number of Tin?,50,"According to the periodic table, Tin has atomic number 50.",IUPAC periodic table,irrelevant,"The Moon is Earth's natural satellite. A triangle has three sides. A leap year normally has 366 days. According to the periodic table, Tin has atomic number 50.",mock,deterministic-demo-v1,"ANSWER: 50
CONFIDENCE: 0.87",50,0.87,19.62,27,2026-09-15T22:54:35.060170+00:00,False,True,True,False,False,False,0.13
Q050,chemistry,moderate,What is the atomic number of Tin?,50,"According to the periodic table, Tin has atomic number 50.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Tin has atomic number 50. [duplicate] According to the periodic table, Tin has atomic number 50. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 50
CONFIDENCE: 0.78",50,0.78,55.24,27,2026-09-15T22:54:35.060226+00:00,False,True,True,False,False,False,0.21999999999999997
Q050,chemistry,moderate,What is the atomic number of Tin?,50,"According to the periodic table, Tin has atomic number 50.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Tin has atomic number 50. Source B states: Tin has atomic number 53.",mock,deterministic-demo-v1,"ANSWER: 50
CONFIDENCE: 0.81",50,0.81,72.37,27,2026-09-15T22:54:35.060318+00:00,False,True,True,False,False,False,0.18999999999999995
Q050,chemistry,moderate,What is the atomic number of Tin?,50,"According to the periodic table, Tin has atomic number 50.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.64",Insufficient information.,0.64,56.82,50,2026-09-15T22:54:35.060372+00:00,True,False,False,False,False,True,0.64
Q051,chemistry,moderate,What is the atomic number of Antimony?,51,"According to the periodic table, Antimony has atomic number 51.",IUPAC periodic table,clean,"According to the periodic table, Antimony has atomic number 51.",mock,deterministic-demo-v1,"ANSWER: 51
CONFIDENCE: 0.88",51,0.88,52.1,27,2026-09-15T22:54:35.060557+00:00,False,True,True,False,False,False,0.12
Q051,chemistry,moderate,What is the atomic number of Antimony?,51,"According to the periodic table, Antimony has atomic number 51.",IUPAC periodic table,missing,"According to the periodic table, Antimony is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.73",Insufficient information.,0.73,76.0,50,2026-09-15T22:54:35.060618+00:00,True,False,False,False,False,True,0.73
Q051,chemistry,moderate,What is the atomic number of Antimony?,51,"According to the periodic table, Antimony has atomic number 51.",IUPAC periodic table,irrelevant,"Water freezes at 0 degrees Celsius at standard pressure. The Pacific Ocean is Earth's largest ocean. A triangle has three sides. According to the periodic table, Antimony has atomic number 51.",mock,deterministic-demo-v1,"ANSWER: 51
CONFIDENCE: 0.76",51,0.76,64.76,27,2026-09-15T22:54:35.060680+00:00,False,True,True,False,False,False,0.24
Q051,chemistry,moderate,What is the atomic number of Antimony?,51,"According to the periodic table, Antimony has atomic number 51.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Antimony has atomic number 51. [duplicate] According to the periodic table, Antimony has atomic number 51. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 54
CONFIDENCE: 0.60",54,0.6,15.97,27,2026-09-15T22:54:35.060737+00:00,False,False,True,False,True,False,0.6
Q051,chemistry,moderate,What is the atomic number of Antimony?,51,"According to the periodic table, Antimony has atomic number 51.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Antimony has atomic number 51. Source B states: Antimony has atomic number 48.",mock,deterministic-demo-v1,"ANSWER: 52
CONFIDENCE: 0.71",52,0.71,78.83,27,2026-09-15T22:54:35.060796+00:00,False,False,True,False,True,False,0.71
Q051,chemistry,moderate,What is the atomic number of Antimony?,51,"According to the periodic table, Antimony has atomic number 51.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 51
CONFIDENCE: 0.87",51,0.87,65.52,27,2026-09-15T22:54:35.060848+00:00,False,True,False,True,True,False,0.13
Q052,chemistry,moderate,What is the atomic number of Tellurium?,52,"According to the periodic table, Tellurium has atomic number 52.",IUPAC periodic table,clean,"According to the periodic table, Tellurium has atomic number 52.",mock,deterministic-demo-v1,"ANSWER: 52
CONFIDENCE: 0.85",52,0.85,42.1,27,2026-09-15T22:54:35.060975+00:00,False,True,True,False,False,False,0.15000000000000002
Q052,chemistry,moderate,What is the atomic number of Tellurium?,52,"According to the periodic table, Tellurium has atomic number 52.",IUPAC periodic table,missing,"According to the periodic table, Tellurium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.81",Insufficient information.,0.81,51.77,50,2026-09-15T22:54:35.061078+00:00,True,False,False,False,False,True,0.81
Q052,chemistry,moderate,What is the atomic number of Tellurium?,52,"According to the periodic table, Tellurium has atomic number 52.",IUPAC periodic table,irrelevant,"A leap year normally has 366 days. Water freezes at 0 degrees Celsius at standard pressure. The Pacific Ocean is Earth's largest ocean. According to the periodic table, Tellurium has atomic number 52.",mock,deterministic-demo-v1,"ANSWER: 52
CONFIDENCE: 0.85",52,0.85,53.53,27,2026-09-15T22:54:35.061192+00:00,False,True,True,False,False,False,0.15000000000000002
Q052,chemistry,moderate,What is the atomic number of Tellurium?,52,"According to the periodic table, Tellurium has atomic number 52.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Tellurium has atomic number 52. [duplicate] According to the periodic table, Tellurium has atomic number 52. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 52
CONFIDENCE: 0.84",52,0.84,20.82,27,2026-09-15T22:54:35.061248+00:00,False,True,True,False,False,False,0.16000000000000003
Q052,chemistry,moderate,What is the atomic number of Tellurium?,52,"According to the periodic table, Tellurium has atomic number 52.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Tellurium has atomic number 52. Source B states: Tellurium has atomic number 55.",mock,deterministic-demo-v1,"ANSWER: 52
CONFIDENCE: 0.83",52,0.83,29.15,27,2026-09-15T22:54:35.061307+00:00,False,True,True,False,False,False,0.17000000000000004
Q052,chemistry,moderate,What is the atomic number of Tellurium?,52,"According to the periodic table, Tellurium has atomic number 52.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.83",Insufficient information.,0.83,66.56,50,2026-09-15T22:54:35.061360+00:00,True,False,False,False,False,True,0.83
Q053,chemistry,moderate,What is the atomic number of Iodine?,53,"According to the periodic table, Iodine has atomic number 53.",IUPAC periodic table,clean,"According to the periodic table, Iodine has atomic number 53.",mock,deterministic-demo-v1,"ANSWER: 53
CONFIDENCE: 0.88",53,0.88,68.03,27,2026-09-15T22:54:35.061500+00:00,False,True,True,False,False,False,0.12
Q053,chemistry,moderate,What is the atomic number of Iodine?,53,"According to the periodic table, Iodine has atomic number 53.",IUPAC periodic table,missing,"According to the periodic table, Iodine is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.87",Insufficient information.,0.87,42.05,50,2026-09-15T22:54:35.061559+00:00,True,False,False,False,False,True,0.87
Q053,chemistry,moderate,What is the atomic number of Iodine?,53,"According to the periodic table, Iodine has atomic number 53.",IUPAC periodic table,irrelevant,"Water freezes at 0 degrees Celsius at standard pressure. A triangle has three sides. A leap year normally has 366 days. According to the periodic table, Iodine has atomic number 53.",mock,deterministic-demo-v1,"ANSWER: 53
CONFIDENCE: 0.68",53,0.68,60.82,27,2026-09-15T22:54:35.061619+00:00,False,True,True,False,False,False,0.31999999999999995
Q053,chemistry,moderate,What is the atomic number of Iodine?,53,"According to the periodic table, Iodine has atomic number 53.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Iodine has atomic number 53. [duplicate] According to the periodic table, Iodine has atomic number 53. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 53
CONFIDENCE: 0.93",53,0.93,71.35,27,2026-09-15T22:54:35.061736+00:00,False,True,True,False,False,False,0.06999999999999995
Q053,chemistry,moderate,What is the atomic number of Iodine?,53,"According to the periodic table, Iodine has atomic number 53.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Iodine has atomic number 53. Source B states: Iodine has atomic number 54.",mock,deterministic-demo-v1,"ANSWER: 53
CONFIDENCE: 0.68",53,0.68,22.88,27,2026-09-15T22:54:35.061799+00:00,False,True,True,False,False,False,0.31999999999999995
Q053,chemistry,moderate,What is the atomic number of Iodine?,53,"According to the periodic table, Iodine has atomic number 53.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.60",Insufficient information.,0.6,16.19,50,2026-09-15T22:54:35.061853+00:00,True,False,False,False,False,True,0.6
Q054,chemistry,moderate,What is the atomic number of Xenon?,54,"According to the periodic table, Xenon has atomic number 54.",IUPAC periodic table,clean,"According to the periodic table, Xenon has atomic number 54.",mock,deterministic-demo-v1,"ANSWER: 54
CONFIDENCE: 0.87",54,0.87,60.54,27,2026-09-15T22:54:35.062042+00:00,False,True,True,False,False,False,0.13
Q054,chemistry,moderate,What is the atomic number of Xenon?,54,"According to the periodic table, Xenon has atomic number 54.",IUPAC periodic table,missing,"According to the periodic table, Xenon is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.75",Insufficient information.,0.75,41.15,50,2026-09-15T22:54:35.062134+00:00,True,False,False,False,False,True,0.75
Q054,chemistry,moderate,What is the atomic number of Xenon?,54,"According to the periodic table, Xenon has atomic number 54.",IUPAC periodic table,irrelevant,"Water freezes at 0 degrees Celsius at standard pressure. The Pacific Ocean is Earth's largest ocean. A triangle has three sides. According to the periodic table, Xenon has atomic number 54.",mock,deterministic-demo-v1,"ANSWER: 54
CONFIDENCE: 0.77",54,0.77,26.19,27,2026-09-15T22:54:35.062202+00:00,False,True,True,False,False,False,0.22999999999999998
Q054,chemistry,moderate,What is the atomic number of Xenon?,54,"According to the periodic table, Xenon has atomic number 54.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Xenon has atomic number 54. [duplicate] According to the periodic table, Xenon has atomic number 54. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 54
CONFIDENCE: 0.92",54,0.92,38.57,27,2026-09-15T22:54:35.062292+00:00,False,True,True,False,False,False,0.07999999999999996
Q054,chemistry,moderate,What is the atomic number of Xenon?,54,"According to the periodic table, Xenon has atomic number 54.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Xenon has atomic number 54. Source B states: Xenon has atomic number 57.",mock,deterministic-demo-v1,"ANSWER: 54
CONFIDENCE: 0.77",54,0.77,72.05,27,2026-09-15T22:54:35.062357+00:00,False,True,True,False,False,False,0.22999999999999998
Q054,chemistry,moderate,What is the atomic number of Xenon?,54,"According to the periodic table, Xenon has atomic number 54.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.58",Insufficient information.,0.58,19.28,50,2026-09-15T22:54:35.062411+00:00,True,False,False,False,False,True,0.58
Q055,chemistry,moderate,What is the atomic number of Cesium?,55,"According to the periodic table, Cesium has atomic number 55.",IUPAC periodic table,clean,"According to the periodic table, Cesium has atomic number 55.",mock,deterministic-demo-v1,"ANSWER: 55
CONFIDENCE: 0.90",55,0.9,49.06,27,2026-09-15T22:54:35.062552+00:00,False,True,True,False,False,False,0.09999999999999998
Q055,chemistry,moderate,What is the atomic number of Cesium?,55,"According to the periodic table, Cesium has atomic number 55.",IUPAC periodic table,missing,"According to the periodic table, Cesium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.69",58,0.69,50.5,27,2026-09-15T22:54:35.062615+00:00,False,False,False,True,True,False,0.69
Q055,chemistry,moderate,What is the atomic number of Cesium?,55,"According to the periodic table, Cesium has atomic number 55.",IUPAC periodic table,irrelevant,"A leap year normally has 366 days. Water freezes at 0 degrees Celsius at standard pressure. The Pacific Ocean is Earth's largest ocean. According to the periodic table, Cesium has atomic number 55.",mock,deterministic-demo-v1,"ANSWER: 55
CONFIDENCE: 0.85",55,0.85,71.83,27,2026-09-15T22:54:35.062675+00:00,False,True,True,False,False,False,0.15000000000000002
Q055,chemistry,moderate,What is the atomic number of Cesium?,55,"According to the periodic table, Cesium has atomic number 55.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Cesium has atomic number 55. [duplicate] According to the periodic table, Cesium has atomic number 55. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 55
CONFIDENCE: 0.90",55,0.9,16.8,27,2026-09-15T22:54:35.062728+00:00,False,True,True,False,False,False,0.09999999999999998
Q055,chemistry,moderate,What is the atomic number of Cesium?,55,"According to the periodic table, Cesium has atomic number 55.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Cesium has atomic number 55. Source B states: Cesium has atomic number 58.",mock,deterministic-demo-v1,"ANSWER: 55
CONFIDENCE: 0.69",55,0.69,34.12,27,2026-09-15T22:54:35.062828+00:00,False,True,True,False,False,False,0.31000000000000005
Q055,chemistry,moderate,What is the atomic number of Cesium?,55,"According to the periodic table, Cesium has atomic number 55.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.71",58,0.71,75.87,27,2026-09-15T22:54:35.062883+00:00,False,False,False,True,True,False,0.71
Q056,chemistry,moderate,What is the atomic number of Barium?,56,"According to the periodic table, Barium has atomic number 56.",IUPAC periodic table,clean,"According to the periodic table, Barium has atomic number 56.",mock,deterministic-demo-v1,"ANSWER: 56
CONFIDENCE: 0.86",56,0.86,62.05,27,2026-09-15T22:54:35.063016+00:00,False,True,True,False,False,False,0.14
Q056,chemistry,moderate,What is the atomic number of Barium?,56,"According to the periodic table, Barium has atomic number 56.",IUPAC periodic table,missing,"According to the periodic table, Barium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 56
CONFIDENCE: 0.72",56,0.72,34.26,27,2026-09-15T22:54:35.063075+00:00,False,True,False,True,True,False,0.28
Q056,chemistry,moderate,What is the atomic number of Barium?,56,"According to the periodic table, Barium has atomic number 56.",IUPAC periodic table,irrelevant,"A triangle has three sides. The Moon is Earth's natural satellite. Water freezes at 0 degrees Celsius at standard pressure. According to the periodic table, Barium has atomic number 56.",mock,deterministic-demo-v1,"ANSWER: 56
CONFIDENCE: 0.70",56,0.7,31.85,27,2026-09-15T22:54:35.063169+00:00,False,True,True,False,False,False,0.30000000000000004
Q056,chemistry,moderate,What is the atomic number of Barium?,56,"According to the periodic table, Barium has atomic number 56.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Barium has atomic number 56. [duplicate] According to the periodic table, Barium has atomic number 56. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 56
CONFIDENCE: 0.73",56,0.73,15.7,27,2026-09-15T22:54:35.063223+00:00,False,True,True,False,False,False,0.27
Q056,chemistry,moderate,What is the atomic number of Barium?,56,"According to the periodic table, Barium has atomic number 56.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Barium has atomic number 56. Source B states: Barium has atomic number 57.",mock,deterministic-demo-v1,"ANSWER: 52
CONFIDENCE: 0.72",52,0.72,21.61,27,2026-09-15T22:54:35.063284+00:00,False,False,True,False,True,False,0.72
Q056,chemistry,moderate,What is the atomic number of Barium?,56,"According to the periodic table, Barium has atomic number 56.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 56
CONFIDENCE: 0.91",56,0.91,62.4,27,2026-09-15T22:54:35.063337+00:00,False,True,False,True,True,False,0.08999999999999997
Q057,chemistry,moderate,What is the atomic number of Lanthanum?,57,"According to the periodic table, Lanthanum has atomic number 57.",IUPAC periodic table,clean,"According to the periodic table, Lanthanum has atomic number 57.",mock,deterministic-demo-v1,"ANSWER: 57
CONFIDENCE: 0.89",57,0.89,51.71,27,2026-09-15T22:54:35.063472+00:00,False,True,True,False,False,False,0.10999999999999999
Q057,chemistry,moderate,What is the atomic number of Lanthanum?,57,"According to the periodic table, Lanthanum has atomic number 57.",IUPAC periodic table,missing,"According to the periodic table, Lanthanum is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 57
CONFIDENCE: 0.74",57,0.74,56.67,27,2026-09-15T22:54:35.063531+00:00,False,True,False,True,True,False,0.26
Q057,chemistry,moderate,What is the atomic number of Lanthanum?,57,"According to the periodic table, Lanthanum has atomic number 57.",IUPAC periodic table,irrelevant,"The Pacific Ocean is Earth's largest ocean. A triangle has three sides. The Moon is Earth's natural satellite. According to the periodic table, Lanthanum has atomic number 57.",mock,deterministic-demo-v1,"ANSWER: 57
CONFIDENCE: 0.91",57,0.91,20.94,27,2026-09-15T22:54:35.063636+00:00,False,True,True,False,False,False,0.08999999999999997
Q057,chemistry,moderate,What is the atomic number of Lanthanum?,57,"According to the periodic table, Lanthanum has atomic number 57.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Lanthanum has atomic number 57. [duplicate] According to the periodic table, Lanthanum has atomic number 57. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 57
CONFIDENCE: 0.88",57,0.88,72.22,27,2026-09-15T22:54:35.063690+00:00,False,True,True,False,False,False,0.12
Q057,chemistry,moderate,What is the atomic number of Lanthanum?,57,"According to the periodic table, Lanthanum has atomic number 57.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Lanthanum has atomic number 57. Source B states: Lanthanum has atomic number 60.",mock,deterministic-demo-v1,"ANSWER: 57
CONFIDENCE: 0.73",57,0.73,54.91,27,2026-09-15T22:54:35.063747+00:00,False,True,True,False,False,False,0.27
Q057,chemistry,moderate,What is the atomic number of Lanthanum?,57,"According to the periodic table, Lanthanum has atomic number 57.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 57
CONFIDENCE: 0.86",57,0.86,54.58,27,2026-09-15T22:54:35.063799+00:00,False,True,False,True,True,False,0.14
Q058,chemistry,moderate,What is the atomic number of Cerium?,58,"According to the periodic table, Cerium has atomic number 58.",IUPAC periodic table,clean,"According to the periodic table, Cerium has atomic number 58.",mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.95",58,0.95,65.76,27,2026-09-15T22:54:35.063931+00:00,False,True,True,False,False,False,0.050000000000000044
Q058,chemistry,moderate,What is the atomic number of Cerium?,58,"According to the periodic table, Cerium has atomic number 58.",IUPAC periodic table,missing,"According to the periodic table, Cerium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.75",58,0.75,74.3,27,2026-09-15T22:54:35.063989+00:00,False,True,False,True,True,False,0.25
Q058,chemistry,moderate,What is the atomic number of Cerium?,58,"According to the periodic table, Cerium has atomic number 58.",IUPAC periodic table,irrelevant,"Water freezes at 0 degrees Celsius at standard pressure. A triangle has three sides. A leap year normally has 366 days. According to the periodic table, Cerium has atomic number 58.",mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.93",58,0.93,42.15,27,2026-09-15T22:54:35.064048+00:00,False,True,True,False,False,False,0.06999999999999995
Q058,chemistry,moderate,What is the atomic number of Cerium?,58,"According to the periodic table, Cerium has atomic number 58.",IUPAC periodic table,duplicate_noise,"### RECORD ### According to the periodic table, Cerium has atomic number 58. [duplicate] According to the periodic table, Cerium has atomic number 58. !!! metadata=null; checksum=unknown",mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.92",58,0.92,43.78,27,2026-09-15T22:54:35.064176+00:00,False,True,True,False,False,False,0.07999999999999996
Q058,chemistry,moderate,What is the atomic number of Cerium?,58,"According to the periodic table, Cerium has atomic number 58.",IUPAC periodic table,contradictory,"Source A states: According to the periodic table, Cerium has atomic number 58. Source B states: Cerium has atomic number 55.",mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.74",58,0.74,34.21,27,2026-09-15T22:54:35.064268+00:00,False,True,True,False,False,False,0.26
Q058,chemistry,moderate,What is the atomic number of Cerium?,58,"According to the periodic table, Cerium has atomic number 58.",IUPAC periodic table,no_context,,mock,deterministic-demo-v1,"ANSWER: 58
CONFIDENCE: 0.91",58,0.91,73.21,27,2026-09-15T22:54:35.064326+00:00,False,True,False,True,True,False,0.08999999999999997
Q059,chemistry,moderate,What is the atomic number of Praseodymium?,59,"According to the periodic table, Praseodymium has atomic number 59.",IUPAC periodic table,clean,"According to the periodic table, Praseodymium has atomic number 59.",mock,deterministic-demo-v1,"ANSWER: 59
CONFIDENCE: 0.86",59,0.86,24.9,27,2026-09-15T22:54:35.064504+00:00,False,True,True,False,False,False,0.14
Q059,chemistry,moderate,What is the atomic number of Praseodymium?,59,"According to the periodic table, Praseodymium has atomic number 59.",IUPAC periodic table,missing,"According to the periodic table, Praseodymium is a chemical element.",mock,deterministic-demo-v1,"ANSWER: Insufficient information.
CONFIDENCE: 0.75",Insufficient information.,0.75,18.23,50,2026-09-15T22:54:35.064564+00:00,True,False,False,False,False,True,0.75
